No.,NIT,RAZON SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,"INGRESOS OPERACIONALES
2018*",GANANCIA (PERDIDA) 2018,TOTAL ACTIVOS 2018,TOTAL PASIVOS 2018,TOTAL PATRIMONIO 2018,"INGRESOS OPERACIONALES
2017*",GANANCIA (PERDIDA) 2017,TOTAL ACTIVOS 2017,TOTAL PASIVOS 2017,TOTAL PATRIMONIO 2017,GRUPO EN NIIF
500,890309556,ACCION SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,N7820 - Actividades de agencias de empleo temporal,SERVICIOS,273214406,-4502298,112389098,105172666,7216432,303690578,-5995347,111125917,99407187,11718730,NIIF PLENAS-GRUPO 1
501,800245795,PARMALAT COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1040 - Elaboración de productos lácteos,MANUFACTURA,272523995,-9838353,114872239,38625814,76246425,263541999,-23587117,112570515,48175088,64395427,NIIF PLENAS-GRUPO 1
502,800200598,PRODESA Y CIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,271778605,12506225,550969143,450476428,100492715,271841517,18604434,537423823,448451789,88972034,NIIF PLENAS-GRUPO 1
503,900878893,NEOCORP S.A.S.,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,271577874,-33450537,380701266,390740802,-10039536,321168909,-32094046,341523934,331331711,10192223,NIIF PLENAS-GRUPO 1
504,890904815,ARQUITECTOS E INGENIEROS ASOCIADOS SA EN REORGANIZACIÓN,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,F4312 - Preparación del terreno,CONSTRUCCIÓN,271307386,34642768,302675349,302156689,518660,120341870,-39817786,239062915,268990332,-29927417,NIIF PLENAS-GRUPO 1
505,890900250,JOHN RESTREPO A Y CIA S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,G4690 - Comercio al por mayor no especializado,COMERCIO,270797943,-10099919,186955826,121026480,65929346,309385467,-3429180,171955564,148645748,23309816,NIIF PLENAS-GRUPO 1
506,860046201,FORTOX SA,SUPERVIGILANCIA,Costa Pacífica,VALLE,CALI-VALLE,N8010 - Actividades de seguridad privada,SERVICIOS,270128445.69,3046203.29,98304806,55834443.89,42470362.11,240586332,5588285,67795679,40328963,27466716,NIIF PLENAS-GRUPO 1
507,860500480,ALMACENES CORONA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",COMERCIO,269536946,-418575,80049782,65534025,14515757,269659120,-2765093,81184615,66352550,14832065,NIIF PLENAS-GRUPO 1
508,890905627,CASA BRITANICA SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,269124758,1404656,126665533,57674098,68991435,273500402,1301030,135729693,68142913,67586780,NIIF PYMES-GRUPO 2
509,830142761,Carbones Andinos SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,268822749,7061930,76819369,53991059,22828310,212960949,10578287,65497384,49731215,15766169,NIIF PLENAS-GRUPO 1
510,830507278,GLORIA COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1040 - Elaboración de productos lácteos,MANUFACTURA,266019387,-23282004,270812122,168496659,102315463,319792236,-885280,281271052,155673585,125597467,NIIF PLENAS-GRUPO 1
511,860001965,TEXTILES LAFAYETTE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1311 - Preparación e hilatura de fibras textiles,MANUFACTURA,265910423,6866087,300132265,126213247,173919018,249759698,7325735,263454152,91692906,171761246,NIIF PLENAS-GRUPO 1
512,900061224,MERCAMIO SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",COMERCIO,265789876,4911959,65465381,25560796,39904585,246284705,3603568,53196429,24203803,28992626,NIIF PYMES-GRUPO 2
513,830034723,MERCANTIL COLPATRIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",SERVICIOS,265030921,171480164,4932279186,142439397,4789839789,309591038,260217720,4769948038,76706776,4693241262,NIIF PLENAS-GRUPO 1
514,890311875,SCHNEIDER ELECTRIC DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C2790 - Fabricación de otros tipos de equipo eléctrico n.c.p.,MANUFACTURA,264256483,-4785698,189719750,147997471,41722279,265948721,3936572,194694705,144920479,49774226,NIIF PLENAS-GRUPO 1
515,830113603,RENDIFIN S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,K6494 - Otras actividades de distribución de fondos,SERVICIOS,264203678,294037088,4165603765,706060495,3459543270,294553524,261396589,3893099256,488484285,3404614971,NIIF PLENAS-GRUPO 1
516,900470939,CONSTRUCTORA TUNEL DEL ORIENTE S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,F4290 - Construcción de otras obras de ingeniería civil,CONSTRUCCIÓN,263858346,19362041,156290185,87948049,68342136,188683896,16620000,113763868,65031923,48731945,NIIF PLENAS-GRUPO 1
517,860007884,AUTOMOTORA NACIONAL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,263571848,2093308,129830897,88652781,41178116,223875631,1141550,114672886,78588078,36084808,NIIF PYMES-GRUPO 2
518,860531287,MELEXA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO,263242729,1420566,149624572,143380725,6243847,242517463,363212,130350077,125438653,4911424,NIIF PLENAS-GRUPO 1
519,860032463,PERENCO COLOMBIA LIMITED,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,B0610 - Extracción de petróleo crudo,MINERO-HIDROCARBUROS,260744641,15444311,424199026,282520692,141678334,211557181,-7742895,396767971,282179266,114588705,NIIF PLENAS-GRUPO 1
520,900229376,C I TOYOTA TSUSHO DE COLOMBIA S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,259673049,4420276,109359899,85212074,24147825,161473889,1893132,81641978,61186218,20455760,NIIF PLENAS-GRUPO 1
521,837000084,EPS INDÍGENA MALLAMÁS,SUPERSALUD,Costa Pacífica,NARIÑO,IPIALES,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,259407965.17,342991.3,33634342.5,84818351.6,-51184009.11,227872195.3,-54546215.96,43408249.46,86426498.47,-43018249.01,REGIMEN R 414 de 2014 - CGN
522,860002459,CONSORCIO METALURGICO NACIONAL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C2410 - Industrias básicas de hierro y de acero,MANUFACTURA,258455897,1546388,248286041,159517756,88768285,252470946,3977371,218593880,131642331,86951549,NIIF PLENAS-GRUPO 1
523,805018495,CERDOS DEL VALLE SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,A0144 - Cría de ganado porcino,AGROPECUARIO,257883058,1508213,110810132,95368883,15441249,254482624,1249445,91129959,77076923,14053036,NIIF PLENAS-GRUPO 1
524,860005264,FABRICA DE GRASAS Y PRODUCTOS QUIMICOS LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1030 - Elaboración de aceites y grasas de origen vegetal y animal,MANUFACTURA,257697120,-15636117,615948133,424794579,191153554,273281955,-25019908,612218018,408104373,204113645,NIIF PLENAS-GRUPO 1
525,860000753,Boehringer Ingelheim S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,257479623,-8535419,202333352,203143613,-810261,410088267,55082499,197700547,134797880,62902667,NIIF PLENAS-GRUPO 1
526,830089336,WESTCON GROUP COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,SERVICIOS,257450553,-2428652,158397762,146996590,11401172,209600794,5263847,118665197,104835373,13829824,NIIF PLENAS-GRUPO 1
527,860037900,CONSTRUCTORA BOLIVAR CALI SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,257430058,50427479,554700050,410181200,144518850,117436187,10145015,399598994,305507425,94091569,NIIF PLENAS-GRUPO 1
528,860013951,G4S SECURESOLUTIONS COLOMBIA SA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,N8010 - Actividades de seguridad privada,SERVICIOS,256619216.46,5241974.08,81670801.66,35539863.06,46130938.6,264340147,8374083,84686123,43779165,40906958,NIIF PLENAS-GRUPO 1
529,900241676,SKBERGÉ COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,255786717,5050094,144962919,112247670,32715249,162405827,1253799,91616044,63950889,27665155,NIIF PLENAS-GRUPO 1
530,900179369,CONFIPETROL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C3312 - Mantenimiento y reparación especializado de maquinaria y equipo,MANUFACTURA,254603359,17266122,214569886,91729968,122839918,209320372,17680624,190677690,76978520,113699170,NIIF PLENAS-GRUPO 1
531,860000135,AZUL K S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",MANUFACTURA,254511982,3966148,145286192,111828693,33457499,253758511,4392288,143441710,112663053,30778657,NIIF PLENAS-GRUPO 1
532,860511458,AGROINTEGRAL ANDINA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TENJO-CUNDINAMARCA,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",COMERCIO,254186256,6084064,170686723,109136298,61550425,90349682,2169977,70866786,56138008,14728778,NIIF PLENAS-GRUPO 1
533,860015118,CONTINAUTOS S A S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,253725490,1754696,172809722,110070597,62739125,263001009,-8187519,180310357,119325928,60984429,NIIF PYMES-GRUPO 2
534,900118612,COMERCIALIZADORA INTERNACIONAL DE METALES PRECIOSOS DE COLOMBIA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4662 - Comercio al por mayor de metales y productos metalíferos,COMERCIO,253716537,991707,29449009,17782338,11666671,352943338,359554,26544477,16312005,10232472,NIIF PLENAS-GRUPO 1
535,890938020,INPROQUIM SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,LA-ESTRELLA-ANTIOQUIA,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",COMERCIO,253682982,2825978,75889454,61431528,14457926,252273813,3115122,89595427,75456351,14139076,NIIF PLENAS-GRUPO 1
536,860050420,Ventas y Servicios S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,N8220 - Actividades de centros de llamadas (Call center),SERVICIOS,253404163,6023237,74016967,42616643,31400324,211793927,1025244,58328565,32633471,25695094,NIIF PLENAS-GRUPO 1
537,860002127,INDUSTRIA COLOMBIANA DE LLANTAS SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",COMERCIO,253206570,5059229,152950374,93684735,59265639,274085193,-11914703,141353662,87193260,54160402,NIIF PLENAS-GRUPO 1
538,900018975,CASS CONSTRUCTORES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CHIA-CUNDINAMARCA,F4210 - Construcción de carreteras y vías de ferrocarril,CONSTRUCCIÓN,252336533,-964369,943726766,749714001,194012765,197657497,4066751,843986103,649008969,194977134,NIIF PLENAS-GRUPO 1
539,900514524,Abbvie S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,252315763,16781994,218359154,59289569,159069585,262698725,-299480,194871908,48922690,145949218,NIIF PLENAS-GRUPO 1
540,900744408,EXITO INDUSTRIAS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,"C1410 - Confección de prendas de vestir, excepto prendas de piel",MANUFACTURA,252243280,14820593,248971333,92919436,156051897,348287059,17313851,293636661,149012783,144623878,NIIF PLENAS-GRUPO 1
541,830036921,VIDRIO ANDINO S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,SOACHA-CUNDINAMARCA,C2310 - Fabricación de vidrio y productos de vidrio,MANUFACTURA,251758800,29733708,414045859,145853621,268192238,225992996,16985583,409485700,169959463,239526237,NIIF PLENAS-GRUPO 1
542,800182330,VALORES Y CONTRATOS S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,F4210 - Construcción de carreteras y vías de ferrocarril,CONSTRUCCIÓN,251423787,1564264,721564910,427378159,294186751,255201309,6217672,733507147,442684660,290822487,NIIF PYMES-GRUPO 2
543,890301680,MOTORES DEL VALLE MOTOVALLE S. A. S.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,250992800,1829527,143712447,100455422,43257025,249157857,712306,112121303,73810608,38310695,NIIF PLENAS-GRUPO 1
544,800067065,PROMOTORA MEDICA LAS AMERICAS S A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"Q8610 - Actividades de hospitales y clinicas, con internacion",SERVICIOS,250735485,15427042,467847792,229777374,238070418,208372594,8973587,399912460,211694506,188217954,NIIF PLENAS-GRUPO 1
545,830065842,ATENTO COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,N8220 - Actividades de centros de llamadas (Call center),SERVICIOS,250632561,-5581887,129504995,97179889,32325106,252533247,-1593935,123790407,85959782,37830625,NIIF PLENAS-GRUPO 1
546,890205645,MARVAL S.A.,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,250523231,33414001,1508161453,670211210,837950243,401550860,204494621,1281371283,472677687,808693596,NIIF PLENAS-GRUPO 1
547,860078024,JORGE CORTES MORA Y CIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,249865980,4363612,129476705,91158030,38318675,239636515,2711277,102650794,84861652,17789142,NIIF PYMES-GRUPO 2
548,890903295,Suppla S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,H5210 - Almacenamiento y depósito,SERVICIOS,249680773,18211095,188153508,74773827,113379681,234235850,3647459,207406965,112120489,95286476,NIIF PLENAS-GRUPO 1
549,860030380,DHL GLOBAL FORWARDING COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,H5229 - Otras actividades complementarias al transporte,SERVICIOS,248803869,3067907,83582985,42321383,41261602,253146702,-620499,85361369,46973844,38387525,NIIF PLENAS-GRUPO 1
550,860058831,avicola los cambulos sa.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,A0145 - Cría de aves de corral,AGROPECUARIO,248596039,1890628,78048030,50502903,27545127,220934216,1534202,75526166,48722957,26803209,NIIF PYMES-GRUPO 2
551,811022981,SOBERANA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,C1051 - Elaboración de productos de molinería,MANUFACTURA,247784838,2864454,99815874,69217194,30598680,248941009,1847458,99039838,70739532,28300306,NIIF PLENAS-GRUPO 1
552,900499032,STECKERL ACEROS SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,GALAPA-ATLANTICO,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO,246894998,-4692991,204847926,172959805,31888121,209177318,-1974813,159845916,123547493,36298423,NIIF PLENAS-GRUPO 1
553,800055116,CALYPSO DEL CARIBE S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,"G4729 - Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",COMERCIO,246037450,13428326,86229009,57406070,28822939,188634885,6436750,60292273,43537659,16754614,NIIF PYMES-GRUPO 2
554,860514592,DEPOSITO PRINCIPAL DE DROGAS LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,245722494,2449662,130307565,111021425,19286140,239804273,1270845,112740341,95903863,16836478,NIIF PYMES-GRUPO 2
555,830050346,NESTLE PURINA PET CARE DE COLOMBIA  SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1090 - Elaboración de alimentos preparados para animales,MANUFACTURA,244390000,14517000,242796000,197823000,44973000,261265000,15455000,213046000,167136000,45910000,NIIF PLENAS-GRUPO 1
556,860001899,CORPACERO SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,C2410 - Industrias básicas de hierro y de acero,MANUFACTURA,243817839,-26012514,436643877,211386556,225257321,238357533,-1840380,440470789,189200954,251269835,NIIF PLENAS-GRUPO 1
557,807005015,COMERCIALIZADORA INTERNACIONAL EXCOMIN SAS,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,243660395,6977854,49900153,32074935,17825218,177627005,2813675,32945382,19440182,13505200,NIIF PYMES-GRUPO 2
558,800052534,DISTRIBUCIONES AXA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,243162310,6016375,78730236,56401337,22328899,219990733,4311039,72106033,53092037,19013996,NIIF PYMES-GRUPO 2
559,890209612,NEXANS COLOMBIA S.A.,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,C2731 - Fabricación de hilos y cables eléctricos y de fibra óptica,MANUFACTURA,242757923,3724020,134933121,88770643,46162478,211847364,3442590,124786600,82289882,42496718,NIIF PLENAS-GRUPO 1
560,800200934,Tetra Pak Ltda.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4669 - Comercio al por mayor de otros productos n.c.p.,COMERCIO,242490975,2824493,253754927,221600791,32154136,180982639,4687644,202238397,169082890,33155507,NIIF PLENAS-GRUPO 1
561,830058272,CAM COLOMBIA  MULTISERVICIOS S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,N8129 - Otras actividades de limpieza de edificios e instalaciones industriales,SERVICIOS,242487566,-7522192,110229620,58791280,51438340,216160770,-11388991,116830447,101256009,15574438,NIIF PLENAS-GRUPO 1
562,800058607,CONTROLES EMPRESARIALES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",COMERCIO,242090180,1016285,85191189,58882947,26308242,227581632,3604122,80248835,54356879,25891956,NIIF PLENAS-GRUPO 1
563,800249704,COLWAGEN SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CHIA-CUNDINAMARCA,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,241758984,-10524809,94619649,73348369,21271280,269228425,-5818410,75205076,68935505,6269571,NIIF PLENAS-GRUPO 1
564,800228026,MCKINSEY & COMPANY COLOMBIA INC,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,M7020 - Actividades de consultaría de gestión,SERVICIOS,241201085,38370494,126667058,50494539,76172519,191333413,8306961,179514285,130335602,49178683,NIIF PYMES-GRUPO 2
565,900738674,SMI COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,C2229 - Fabricación de artículos de plástico n.c.p.,MANUFACTURA,240375672,403974,288858359,206807619,82050740,201627601,14727386,262577534,180930768,81646766,NIIF PYMES-GRUPO 2
566,860017055,PRODUCTOS ALIMENTICIOS DORIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,MOSQUERA-CUNDINAMARCA,"C1083 - Elaboración de macarrones, fideos, alcuzcuz y productos farináceos similares",MANUFACTURA,240156250,14985239,291415830,189469357,101946473,236868920,9563400,322204463,185818780,136385683,NIIF PLENAS-GRUPO 1
567,860522056,LAMITECH S.A.S.,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,C2221 - Fabricación de formas básicas de plástico,MANUFACTURA,239460018,4396719,328215871,203339605,124876266,210084829,-9577888,296586404,176106857,120479547,NIIF PLENAS-GRUPO 1
568,800107494,IINVERSIONES DE GASES DE COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4799 - Otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados",COMERCIO,239207940,229821175,585208214,26574190,558634024,160244791,151659831,580304127,1650094,578654033,NIIF PYMES-GRUPO 2
569,890101279,CONTINENTE S.A.S,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,G4690 - Comercio al por mayor no especializado,COMERCIO,238663470,1715685,162126226,103442035,58684191,146332805,515061,185295236,126666243,58628993,NIIF PLENAS-GRUPO 1
570,811019880,ANTIOQUEÑA DE PORCINOS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,A0144 - Cría de ganado porcino,AGROPECUARIO,237678972,840139,379708367,226555348,153153019,232341612,5802946,347037910,192439423,154598487,NIIF PYMES-GRUPO 2
571,800110980,ACCENTURE,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,SERVICIOS,237124899,-1453697,143779423,141172351,2607072,189270128,-14161371,114039473,126337524,-12298051,NIIF PLENAS-GRUPO 1
572,830036108,SED INTERNATIONAL DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",COMERCIO,236126391,1952103,103858519,87568490,16290029,197698568,1359078,87543115,72459189,15083926,NIIF PLENAS-GRUPO 1
573,890937250,"""""""UNION ELECTRICA S.A.
""""
""",SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,SERVICIOS,235792701,3795407,219257295,160914838,58342457,208999057,9315210,218131881,168587255,49544626,NIIF PLENAS-GRUPO 1
574,800099903,CARVAJAL EDUCACION S.A.S.,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,C1709 - Fabricación de otros artículos de papel y cartón,MANUFACTURA,235303846,2234719,373339841,323006570,50333271,185207508,-20747651,342246403,291583319,50663084,NIIF PLENAS-GRUPO 1
575,900304940,TOUR VACATION HOTELES AZUL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,I5511 - Alojamiento en hoteles,SERVICIOS,234607181,2737860,362539633,262468142,100071491,206628615,3363652,302746943,222222850,80524093,NIIF PLENAS-GRUPO 1
576,900308247,"SUMMA PROPIEDADES SAS""SUMMA PROPIEDADES SAS",SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,J6399 - Otras actividades de servicio de información n.c.p.,SERVICIOS,234591311,107868395,443323495,244091828,199231667,101957960,90899460,227927732,136564459,91363273,NIIF PYMES-GRUPO 2
577,900640334,SALUD COLPATRIA,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Q8699- Otras actividades de atencion de la salud humana,SERVICIOS,233920660.09,3837939.59,107703869.8,74889156.26,32814713.53,216214126.7,-1001489.54,106189935.76,74444301.37,31745634.39,NIIF PLENAS-GRUPO 1
